INDEX,REPORT_YEAR,DIVISION,NEIGHBOURHOOD,CATEGORY,SUBTYPE,COUNT,COUNT_CLEARED,ObjectId
375,2016,NSA,Glenfield-Jane Heights (25),Crimes Against Property,Fraud,1,0,325
376,2021,D51,Downtown Yonge East (168),Crimes Against Property,Break & Enter-House,2,0,326
377,2022,D22,Princess-Rosethorn (10),Crimes Against Property,Break & Enter-Commercial,2,0,327
378,2020,D41,Eglinton East (138),Crimes Against Property,Break & Enter-House,1,0,328
379,2018,D13,Humewood-Cedarvale (106),Crimes Against Property,Break & Enter-Commercial,3,0,329
380,2016,D32,York University Heights (27),Crimes Against Property,Break & Enter-Apartment,2,0,330
381,2021,D51,Regent Park (72),Other Federal Statute Violations,Other,1,0,331
382,2023,D13,Caledonia-Fairbank (109),Crimes Against Property,Theft Over $5000,2,0,332
383,2016,D33,St.Andrew-Windfields (40),Crimes Against the Person,Attempt Murder,1,0,333
384,2019,D43,Eglinton East (138),Crimes Against Property,Theft Over $5000,3,0,334
385,2023,D41,Kennedy Park (124),Crimes Against Property,Auto Theft,45,0,335
386,2020,D32,Willowdale West (37),Crimes Against Property,Break & Enter-Commercial,4,0,336
387,2016,D32,Bayview Village (52),Crimes Against Property,Theft Under $5000,1,0,337
388,2021,D53,Bridle Path-Sunnybrook-York Mills (41),Crimes Against Property,Break & Enter-Other,1,0,338
389,2015,D12,Rockcliffe-Smythe (111),Crimes Against Property,Theft Over $5000,3,0,339
390,2022,D12,Weston-Pelham Park (91),Crimes Against Property,Fraud,12,0,340
391,2015,D33,St.Andrew-Windfields (40),Crimes Against Property,Break & Enter-Apartment,1,0,341
392,2016,D14,Dufferin Grove (83),Crimes Against Property,Auto Theft,3,0,342
393,2015,D53,Forest Hill North (102),Crimes Against the Person,Sexual Violation,2,0,343
394,2021,D13,Corso Italia-Davenport (92),Crimes Against Property,Break & Enter-House,5,0,344
395,2019,D13,Junction-Wallace Emerson (171),Crimes Against Property,Break & Enter-Apartment,1,0,345
396,2020,D11,Little Portugal (84),Crimes Against the Person,Robbery-Other,1,0,346
397,2022,D55,North Riverdale (68),Crimes Against Property,Fraud,43,0,347
398,2020,D12,Rockcliffe-Smythe (111),Crimes Against Property,Break & Enter-Other,1,0,348
399,2018,D23,Kingsview Village-The Westway (6),Crimes Against Property,Break & Enter-Other,1,0,349
400,2016,D55,Old East York (58),Crimes Against Property,Theft Over $5000,3,0,350
151,2021,NSA,Etobicoke City Centre (159),Crimes Against Property,Auto Theft,1,0,351
152,2014,D41,Agincourt South-Malvern West (128),Crimes Against Property,Fraud,1,0,352
153,2018,D33,Henry Farm (53),Crimes Against Property,Break & Enter-House,4,0,353
154,2022,D53,Yonge-St.Clair (97),Crimes Against Property,Theft Over $5000,1,0,354
155,2016,D55,O'Connor-Parkview (54),Crimes Against Property,Theft Over $5000,7,0,355
156,2018,NSA,Malvern West (145),Crimes Against Property,Fraud,1,0,356
157,2018,D12,Keelesdale-Eglinton West (110),Crimes Against Property,Break & Enter-House,4,0,357
158,2017,D43,West Rouge (143),Crimes Against Property,Theft Over $5000,1,0,358
159,2020,D53,Yonge-St.Clair (97),Crimes Against Property,Break & Enter-Other,4,0,359
160,2020,D31,NSA,Crimes Against Property,Other,3,0,360
161,2015,D32,Westminster-Branson (35),Crimes Against Property,Auto Theft,20,0,361
162,2017,D32,St.Andrew-Windfields (40),Crimes Against Property,Break & Enter-Apartment,1,0,362
163,2019,D42,East L'Amoreaux (148),Crimes Against Property,Break & Enter-House,26,0,363
164,2016,D22,Eringate-Centennial-West Deane (11),Crimes Against Property,Break & Enter-Other,3,0,364
165,2021,D22,Islington (158),Crimes Against Property,Break & Enter-House,11,0,365
166,2018,D23,Humber Heights-Westmount (8),Crimes Against Property,Theft Over $5000,3,0,366
167,2017,D51,Church-Wellesley (167),Other Federal Statute Violations,Other,2,0,367
168,2023,D41,Bendale South (157),Crimes Against Property,Other,24,0,368
169,2021,D53,Lawrence Park South (103),Crimes Against Property,Theft Over $5000,3,0,369
170,2020,D32,Clanton Park (33),Crimes Against Property,Break & Enter-Other,2,0,370
171,2018,D55,Oakridge (121),Crimes Against the Person,Assault,1,0,371
172,2014,D52,Annex (95),Crimes Against the Person,Robbery-Other,2,0,372
173,2018,D13,Yorkdale-Glen Park (31),Crimes Against Property,Break & Enter-Other,3,0,373
174,2016,D13,Casa Loma (96),Crimes Against Property,Auto Theft,3,0,374
175,2022,D12,Junction Area (90),Crimes Against Property,Auto Theft,13,0,375
176,2023,D55,Downtown Yonge East (168),Crimes Against the Person,Sexual Violation,1,0,376
177,2021,D33,Victoria Village (43),Crimes Against Property,Break & Enter-Apartment,1,0,377
178,2015,D22,New Toronto (18),Crimes Against Property,Break & Enter-Other,5,0,378
179,2016,D55,O'Connor-Parkview (54),Crimes Against Property,Break & Enter-House,12,0,379
180,2015,D22,Princess-Rosethorn (10),Crimes Against the Person,Robbery-Other,1,0,380
181,2018,D41,Eglinton East (138),Crimes Against Property,Break & Enter-House,2,0,381
182,2019,NSA,Wellington Place (164),Crimes Against Property,Fraud,1,0,382
183,2016,D13,Humewood-Cedarvale (106),Crimes Against Property,Break & Enter-Other,1,0,383
184,2021,D51,South Riverdale (70),Crimes Against Property,Theft Under $5000,85,0,384
185,2021,NSA,Newtonbrook East (50),Crimes Against Property,Theft Under $5000,1,0,385
186,2014,D31,Downsview (155),Crimes Against Property,Break & Enter-Commercial,2,0,386
187,2016,D11,Little Portugal (84),Crimes Against Property,Break & Enter-House,5,0,387
188,2014,D55,Old East York (58),Crimes Against Property,Break & Enter-Other,2,0,388
189,2019,D32,Clanton Park (33),Crimes Against Property,Break & Enter-Apartment,3,0,389
190,2017,D53,University (79),Crimes Against Property,Other,1,0,390
191,2022,D53,Casa Loma (96),Crimes Against Property,Fraud,20,0,391
192,2018,D14,West Queen West (162),Crimes Against Property,Auto Theft,7,0,392
193,2018,D13,Englemount-Lawrence (32),Crimes Against Property,Break & Enter-Commercial,1,0,393
194,2022,D51,Beechborough-Greenbrook (112),Crimes Against Property,Theft Under $5000,1,0,394
195,2023,D32,NSA,Crimes Against Property,Theft Over $5000,1,0,395
196,2017,D11,Humber Heights-Westmount (8),Crimes Against the Person,Assault,1,0,396
197,2018,D13,Englemount-Lawrence (32),Crimes Against the Person,Robbery-Other,1,0,397
198,2016,D12,Caledonia-Fairbank (109),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,0,398
199,2021,D42,NSA,Crimes Against the Person,Sexual Violation,1,0,399
200,2021,D53,South Eglinton-Davisville (174),Crimes Against Property,Theft Over $5000,6,0,400
501,2016,D53,Lawrence Park South (103),Crimes Against Property,Break & Enter-Other,1,0,401
502,2016,D32,Downsview (155),Crimes Against Property,Theft Over $5000,1,0,402
601,2016,D13,Caledonia-Fairbank (109),Crimes Against Property,Break & Enter-Commercial,1,0,403
503,2017,NSA,Moss Park (73),Crimes Against the Person,Sexual Violation,1,0,404
504,2022,D33,Bayview Woods-Steeles (49),Crimes Against Property,Break & Enter-Apartment,2,0,405
505,2020,D32,Lawrence Park North (105),Crimes Against Property,Break & Enter-Apartment,1,0,406
506,2018,D11,High Park North (88),Crimes Against Property,Break & Enter-Other,5,0,407
507,2023,D12,Junction Area (90),Crimes Against Property,Fraud,13,0,408
508,2015,D43,Bendale South (157),Crimes Against Property,Break & Enter-Apartment,4,0,409
509,2014,D12,NSA,Crimes Against Property,Fraud,5,0,410
510,2014,D23,Thistletown-Beaumond Heights (3),Crimes Against Property,Auto Theft,10,0,411
511,2018,D11,High Park-Swansea (87),Crimes Against Property,Break & Enter-House,17,0,412
512,2019,D53,University (79),Crimes Against the Person,Sexual Violation,1,0,413
513,2021,D43,NSA,Crimes Against Property,Theft Under $5000,4,0,414
514,2020,D33,St.Andrew-Windfields (40),Crimes Against Property,Fraud,29,0,415
515,2023,D55,Playter Estates-Danforth (67),Crimes Against Property,Auto Theft,32,0,416
516,2021,D53,Bedford Park-Nortown (39),Crimes Against Property,Auto Theft,23,0,417
517,2019,D22,Edenbridge-Humber Valley (9),Crimes Against Property,Break & Enter-Other,2,0,418
518,2022,D32,Clanton Park (33),Crimes Against Property,Break & Enter-Other,2,0,419
519,2016,D51,Kensington-Chinatown (78),Crimes Against Property,Theft Under $5000,1,0,420
520,2016,D23,Kingsview Village-The Westway (6),Crimes Against Property,Break & Enter-House,11,0,421
521,2020,D55,Danforth (66),Crimes Against Property,Theft Over $5000,2,0,422
522,2023,D43,Cliffcrest (123),Crimes Against Property,Break & Enter-Apartment,1,0,423
523,2020,D32,East Willowdale (152),Crimes Against Property,Break & Enter-Apartment,1,0,424
524,2021,D55,The Beaches (63),Crimes Against Property,Break & Enter-Commercial,17,0,425
525,2016,D53,Bridle Path-Sunnybrook-York Mills (41),Crimes Against Property,Auto Theft,5,0,426
526,2021,D13,Bedford Park-Nortown (39),Criminal Code Traffic,Other,1,0,427
527,2019,D55,Woodbine-Lumsden (60),Crimes Against Property,Break & Enter-Apartment,1,0,428
528,2021,D41,Cliffcrest (123),Crimes Against Property,Auto Theft,14,0,429
529,2023,D14,Dovercourt Village (172),Crimes Against Property,Break & Enter-House,7,0,430
530,2016,D32,Yorkdale-Glen Park (31),Crimes Against Property,Auto Theft,28,0,431
531,2020,D12,Pelmo Park-Humberlea (23),Crimes Against the Person,Other,4,0,432
532,2018,D43,Bendale-Glen Andrew (156),Crimes Against Property,Break & Enter-House,5,0,433
533,2016,D14,NSA,Crimes Against the Person,Sexual Violation,1,0,434
534,2016,D12,Beechborough-Greenbrook (112),Crimes Against Property,Theft Over $5000,4,0,435
535,2021,D14,Little Portugal (84),Crimes Against Property,Auto Theft,2,0,436
536,2018,D33,Bayview Woods-Steeles (49),Crimes Against Property,Theft Over $5000,2,0,437
537,2023,D43,NSA,Other Criminal Code Violations,Other,1,0,438
538,2020,D12,Rockcliffe-Smythe (111),Crimes Against Property,Break & Enter-House,10,0,439
539,2017,D51,Mimico-Queensway (160),Crimes Against Property,Fraud,1,0,440
540,2022,D11,Weston-Pelham Park (91),Crimes Against Property,Break & Enter-Apartment,3,0,441
541,2014,D22,Edenbridge-Humber Valley (9),Crimes Against Property,Break & Enter-Other,2,0,442
542,2018,D51,NSA,Crimes Against Property,Break & Enter-Other,2,0,443
543,2019,D53,Forest Hill North (102),Crimes Against Property,Theft Over $5000,1,0,444
544,2017,D41,Cliffcrest (123),Crimes Against Property,Break & Enter-Other,2,0,445
545,2018,NSA,Little Portugal (84),Crimes Against the Person,Sexual Violation,1,0,446
546,2022,D53,Forest Hill South (101),Crimes Against Property,Break & Enter-Apartment,1,0,447
547,2021,D23,Rexdale-Kipling (4),Crimes Against Property,Theft Over $5000,2,0,448
401,2019,D33,Tam O'Shanter-Sullivan (118),Crimes Against Property,Theft Under $5000,1,0,449
548,2016,D23,Elms-Old Rexdale (5),Crimes Against Property,Break & Enter-Other,4,0,450
549,2014,D33,Bridle Path-Sunnybrook-York Mills (41),Other Criminal Code Violations,Other,1,0,451
550,2015,D32,Yonge-Doris (151),Crimes Against Property,Break & Enter-Apartment,3,0,452
402,2018,D53,Leaside-Bennington (56),Crimes Against Property,Theft Over $5000,3,0,453
602,2017,D43,West Rouge (143),Crimes Against Property,Auto Theft,1,0,454
603,2022,D51,Regent Park (72),Crimes Against Property,Auto Theft,11,0,455
403,2018,D33,Parkwoods-O'Connor Hills (149),Crimes Against Property,Break & Enter-Apartment,16,0,456
604,2014,D53,Bedford Park-Nortown (39),Crimes Against Property,Break & Enter-Other,2,0,457
404,2021,D11,Little Portugal (84),Crimes Against the Person,Sexual Violation,1,0,458
605,2019,D11,Bayview Village (52),Crimes Against the Person,Sexual Violation,1,0,459
405,2016,D23,Humber Heights-Westmount (8),Crimes Against the Person,Sexual Violation,1,0,460
606,2021,D42,Malvern East (146),Crimes Against Property,Theft Over $5000,2,0,461
406,2019,D14,West Queen West (162),Crimes Against Property,Theft Over $5000,6,0,462
607,2018,D23,Humber Heights-Westmount (8),Crimes Against Property,Break & Enter-House,13,0,463
407,2023,D42,Malvern West (145),Crimes Against Property,Theft Over $5000,2,0,464
608,2022,D32,Bedford Park-Nortown (39),Crimes Against Property,Break & Enter-Apartment,2,0,465
408,2015,D55,Flemingdon Park (44),Crimes Against Property,Auto Theft,7,0,466
609,2023,D33,NSA,Crimes Against Property,Auto Theft,1,0,467
409,2020,D11,Rockcliffe-Smythe (111),Crimes Against Property,Auto Theft,4,0,468
610,2018,D33,Bridle Path-Sunnybrook-York Mills (41),Crimes Against the Person,Robbery-Other,1,0,469
410,2017,D22,Islington (158),Crimes Against Property,Theft Over $5000,6,0,470
611,2016,D13,Humewood-Cedarvale (106),Crimes Against Property,Theft Over $5000,5,0,471
411,2014,NSA,Willowdale West (37),Crimes Against the Person,Assault,1,0,472
612,2014,D11,NSA,Crimes Against Property,Auto Theft,1,0,473
412,2020,D23,Elms-Old Rexdale (5),Crimes Against Property,Break & Enter-Other,1,0,474
613,2022,D43,NSA,Crimes Against Property,Theft Under $5000,7,0,475
413,2019,D22,Long Branch (19),Crimes Against Property,Theft Over $5000,1,0,476
614,2021,D55,Flemingdon Park (44),Crimes Against Property,Break & Enter-Apartment,8,0,477
414,2019,D11,High Park-Swansea (87),Crimes Against Property,Break & Enter-Commercial,10,0,478
615,2020,D32,Bayview Village (52),Crimes Against Property,Theft Under $5000,1,0,479
415,2019,D12,Maple Leaf (29),Crimes Against Property,Theft Over $5000,3,0,480
616,2022,D43,Bendale South (157),Crimes Against Property,Theft Over $5000,1,0,481
416,2021,D33,Tam O'Shanter-Sullivan (118),Crimes Against the Person,Assault,1,0,482
617,2022,D51,Harbourfront-CityPlace (165),Crimes Against Property,Theft Under $5000,1,0,483
417,2015,D32,Newtonbrook East (50),Crimes Against Property,Auto Theft,9,0,484
618,2022,D53,Forest Hill South (101),Crimes Against Property,Auto Theft,41,0,485
418,2014,D22,Bay-Cloverhill (169),Crimes Against the Person,Sexual Violation,1,0,486
619,2015,D42,East L'Amoreaux (148),Crimes Against Property,Auto Theft,9,0,487
419,2017,D32,Avondale (153),Crimes Against Property,Break & Enter-House,4,0,488
620,2016,D22,NSA,Crimes Against Property,Auto Theft,1,0,489
420,2016,D14,Harbourfront-CityPlace (165),Crimes Against Property,Break & Enter-Other,2,0,490
621,2020,D42,West Rouge (143),Crimes Against Property,Break & Enter-Other,2,0,491
421,2016,D11,Dovercourt Village (172),Crimes Against Property,Theft Under $5000,1,0,492
622,2023,D53,Forest Hill South (101),Crimes Against Property,Theft Over $5000,1,0,493
422,2015,D23,Thistletown-Beaumond Heights (3),Crimes Against Property,Break & Enter-Apartment,3,0,494
623,2018,D23,Rexdale-Kipling (4),Crimes Against Property,Break & Enter-House,5,0,495
423,2018,D42,West Rouge (143),Crimes Against Property,Break & Enter-Other,2,0,496
624,2016,D33,Bayview Village (52),Crimes Against Property,Break & Enter-Commercial,1,0,497
625,2019,D13,Forest Hill South (101),Crimes Against Property,Break & Enter-Commercial,1,0,498
424,2017,D14,Bay-Cloverhill (169),Crimes Against Property,Other,1,0,499
626,2016,D14,Little Portugal (84),Crimes Against Property,Auto Theft,10,0,500
425,2021,D53,North Toronto (173),Crimes Against Property,Auto Theft,15,0,501
627,2016,D53,Mount Pleasant East (99),Crimes Against Property,Theft Over $5000,1,0,502
426,2017,NSA,Yonge-Eglinton (100),Crimes Against the Person,Assault,2,0,503
628,2017,D13,Junction-Wallace Emerson (171),Crimes Against the Person,Robbery-Other,1,0,504
427,2017,D11,Mount Dennis (115),Crimes Against Property,Fraud,1,0,505
629,2014,D33,Flemingdon Park (44),Crimes Against the Person,Assault,2,0,506
428,2019,D12,Brookhaven-Amesbury (30),Crimes Against the Person,Attempt Murder,7,0,507
630,2018,D51,Willowdale West (37),Crimes Against the Person,Assault,1,0,508
429,2022,D32,Downsview (155),Crimes Against Property,Theft Over $5000,4,0,509
631,2023,D53,Bedford Park-Nortown (39),Crimes Against Property,Break & Enter-Commercial,5,0,510
430,2021,D53,Forest Hill South (101),Crimes Against Property,Theft Under $5000,10,0,511
632,2017,D23,West Humber-Clairville (1),Crimes Against Property,Break & Enter-Other,4,0,512
431,2022,D51,Cabbagetown-South St.James Town (71),Crimes Against Property,Auto Theft,19,0,513
633,2015,D42,Agincourt North (129),Crimes Against Property,Theft Over $5000,6,0,514
432,2017,D23,Willowridge-Martingrove-Richview (7),Crimes Against Property,Auto Theft,43,0,515
634,2021,D32,Newtonbrook West (36),Crimes Against Property,Break & Enter-Other,5,0,516
433,2020,NSA,Milliken (130),Crimes Against Property,Fraud,1,0,517
635,2014,D14,NSA,Crimes Against Property,Theft Over $5000,1,0,518
434,2018,D53,Forest Hill South (101),Crimes Against Property,Auto Theft,13,0,519
636,2017,D52,Church-Wellesley (167),Crimes Against Property,Auto Theft,1,0,520
435,2021,D11,Lambton Baby Point (114),Crimes Against Property,Theft Over $5000,1,0,521
637,2022,D14,Dovercourt Village (172),Crimes Against Property,Theft Over $5000,4,0,522
436,2018,D33,L'Amoreaux West (147),Crimes Against the Person,Robbery-Other,1,0,523
638,2019,D23,Thistletown-Beaumond Heights (3),Crimes Against Property,Break & Enter-Other,1,0,524
437,2023,D42,Malvern East (146),Crimes Against Property,Break & Enter-Apartment,2,0,525
639,2023,D23,Kingsview Village-The Westway (6),Crimes Against Property,Theft Over $5000,8,0,526
438,2023,D41,Birchcliffe-Cliffside (122),Crimes Against the Person,Robbery-Financial,1,0,527
640,2015,D55,Woodbine-Lumsden (60),Crimes Against Property,Break & Enter-Apartment,1,0,528
439,2019,D22,Eringate-Centennial-West Deane (11),Crimes Against Property,Auto Theft,41,0,529
641,2017,D43,Centennial Scarborough (133),Crimes Against Property,Break & Enter-Commercial,1,0,530
440,2023,D32,Downsview (155),Crimes Against Property,Auto Theft,37,0,531
642,2018,D43,Morningside (135),Crimes Against Property,Break & Enter-Other,1,0,532
441,2023,D41,Bendale South (157),Crimes Against Property,Break & Enter-House,3,0,533
643,2016,D14,Annex (95),Crimes Against Property,Auto Theft,12,0,534
442,2015,D13,Casa Loma (96),Crimes Against Property,Auto Theft,3,0,535
644,2016,D22,Edenbridge-Humber Valley (9),Crimes Against Property,Break & Enter-Commercial,1,0,536
443,2020,D33,Don Valley Village (47),Crimes Against Property,Break & Enter-Other,3,0,537
